entity,branch,partnbr,mfgname,mfgpartnbr,description,family,category,Inventory Balance,Sum of Quantity On Hand,_Average Cost,Sum of Latest Cost,Sum of Quantity On Order,Sum of T3M Qty Used,Sum of T6M Qty Used,Sum of TTM Qty Used,Sum of Months of Cover,Last Receipt,status,Network Flag,Network Status,_Weighted T3M,_Weighted T6M,_Weighted TTM,_Weighted Demand,_Weighted Daily Sales,_Target OH QTY,_Rounded OH Target,_Excess QTY,Weeks to Burn,Months to Burn,Branch Flag,Months of Coverage
ABC,Branch 3,z4AkoaS2,MANUFACTURER-0022,CODE-1197,Modular Aluminum Hub,Service,KEYPAD,156,6,26,41.02,0,0,0,0,inf,8/4/2016 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,6,16,4,Branch Dead,inf
ABC,Branch 4,z4AkoaS2,MANUFACTURER-0022,CODE-1197,Modular Aluminum Hub,Service,KEYPAD,261,10,26,41.02,0,0,0,1,120,11/10/2017 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,9,4693,1173.25,Branch Moving,120
ABC,Branch 10,z4AkoaS2,MANUFACTURER-0022,CODE-1197,Modular Aluminum Hub,Service,KEYPAD,78,3,26,41.02,0,0,0,0,inf,8/12/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 5,z4AkoaS2,MANUFACTURER-0022,CODE-1197,Modular Aluminum Hub,Service,KEYPAD,495,19,26,41.02,0,0,0,0,inf,9/17/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,19,16,4,Branch Dead,inf
ABC,Branch 6,z4AkoaS2,MANUFACTURER-0022,CODE-1197,Modular Aluminum Hub,Service,KEYPAD,52,2,26,41.02,0,0,0,0,inf,7/16/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 1,NQcNnLe3,MANUFACTURER-0022,CODE-1198,Modular Steel Hub,Service,PARTS,31,3,10,10.31,0,0,0,1,36,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,2,1043,260.75,Branch Moving,36
ABC,Branch 2,NQcNnLe3,MANUFACTURER-0022,CODE-1198,Modular Steel Hub,Service,PARTS,31,3,10,10.31,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 10,NQcNnLe3,MANUFACTURER-0022,CODE-1198,Modular Steel Hub,Service,PARTS,340,33,10,10.31,0,34,0,87,4.551724138,1/31/2025 0:00,excess,Network Moving,excess,81.6,0,8.7,90.3,0.24739726,18.06,19,14,8,2,Branch Moving,4.551724138
ABC,Branch 8,XMn1qIO3,MANUFACTURER-0022,CODE-1199,Smart Fiber Sensor,Service,ECIM,55,1,55,67.94,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,XMn1qIO3,MANUFACTURER-0022,CODE-1199,Smart Fiber Sensor,Service,ECIM,552,10,55,67.94,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,10,16,4,Branch Dead,inf
ABC,Branch 6,XMn1qIO3,MANUFACTURER-0022,CODE-1199,Smart Fiber Sensor,Service,ECIM,55,1,55,67.94,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 2,XMn1qIO3,MANUFACTURER-0022,CODE-1199,Smart Fiber Sensor,Service,ECIM,55,1,55,67.94,0,0,0,2,6,,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 4,XMn1qIO3,MANUFACTURER-0022,CODE-1199,Smart Fiber Sensor,Service,ECIM,110,2,55,67.94,0,0,0,0,inf,12/19/2016 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,XMn1qIO3,MANUFACTURER-0022,CODE-1199,Smart Fiber Sensor,Service,ECIM,662,12,55,67.94,0,0,0,0,inf,10/31/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,12,16,4,Branch Dead,inf
ABC,Branch 7,Bs18HDcs,MANUFACTURER-0022,CODE-1200,Portable Fiber Monitor,Service,ELECTRONIC BOARDS,39,1,39,57.44,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,017Yqx16,MANUFACTURER-0022,CODE-1201,Wireless Fiber Panel,Service,CABLES,116,1,116,129.09,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 11,017Yqx16,MANUFACTURER-0022,CODE-1201,Wireless Fiber Panel,Service,CABLES,116,1,116,129.09,0,0,0,0,inf,6/27/2018 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 9,017Yqx16,MANUFACTURER-0022,CODE-1201,Wireless Fiber Panel,Service,CABLES,580,5,116,129.09,0,1,0,1,60,5/10/2024 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,4,83,20.75,Branch Moving,60
ABC,Branch 2,5F3V4cM4,MANUFACTURER-0022,CODE-1202,Modular Fiber Monitor,Service,ELECTRONIC BOARDS,642,2,321,260.55,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 1,5F3V4cM4,MANUFACTURER-0022,CODE-1202,Modular Fiber Monitor,Service,ELECTRONIC BOARDS,642,2,321,260.55,0,0,0,0,inf,9/5/2019 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 5,5F3V4cM4,MANUFACTURER-0022,CODE-1202,Modular Fiber Monitor,Service,ELECTRONIC BOARDS,321,1,321,260.55,0,0,0,0,inf,9/8/2021 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,Y9KTn42n,MANUFACTURER-0022,CODE-1203,Modular Fiber Sensor,Service,CABLES,41,1,41,45.31,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,Y9KTn42n,MANUFACTURER-0022,CODE-1203,Modular Fiber Sensor,Service,CABLES,41,1,41,45.31,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 2,Y9KTn42n,MANUFACTURER-0022,CODE-1203,Modular Fiber Sensor,Service,CABLES,82,2,41,45.31,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 1,Y9KTn42n,MANUFACTURER-0022,CODE-1203,Modular Fiber Sensor,Service,CABLES,82,2,41,45.31,0,0,0,0,inf,2/2/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,wAyFINb6,MANUFACTURER-0022,CODE-1204,Wireless Steel Transmitter,Service,KEYPAD,76,5,15,26.32,0,0,0,0,inf,3/12/2009 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 8,wAyFINb6,MANUFACTURER-0022,CODE-1204,Wireless Steel Transmitter,Service,KEYPAD,46,3,15,26.32,0,0,0,0,inf,2/23/2015 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 5,wAyFINb6,MANUFACTURER-0022,CODE-1204,Wireless Steel Transmitter,Service,KEYPAD,229,15,15,26.32,0,0,0,0,inf,9/17/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,15,16,4,Branch Dead,inf
ABC,Branch 11,wAyFINb6,MANUFACTURER-0022,CODE-1204,Wireless Steel Transmitter,Service,KEYPAD,46,3,15,26.32,0,0,0,0,inf,3/9/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 4,wAyFINb6,MANUFACTURER-0022,CODE-1204,Wireless Steel Transmitter,Service,KEYPAD,76,5,15,26.32,0,0,0,0,inf,7/24/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 11,lSNNaSGv,MANUFACTURER-0022,CODE-1205,Wireless Plastic Panel,Service,ELECTRONIC BOARDS,204,1,204,308.76,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,lSNNaSGv,MANUFACTURER-0022,CODE-1205,Wireless Plastic Panel,Service,ELECTRONIC BOARDS,204,1,204,308.76,0,0,0,0,inf,5/31/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,lSNNaSGv,MANUFACTURER-0022,CODE-1205,Wireless Plastic Panel,Service,ELECTRONIC BOARDS,2036,10,204,308.76,0,0,0,1,120,11/4/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,9,4693,1173.25,Branch Moving,120
ABC,Branch 13,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,204,5,41,44.92,0,1,0,6,10,,excess,Network Moving,excess,2.4,0,0.6,3,0.008219178,0.6,1,4,70,17.5,Branch Moving,10
ABC,Branch 2,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,245,6,41,44.92,0,0,0,3,24,,excess,Network Moving,excess,0,0,0.3,0.3,0.000821918,0.06,1,5,869,217.25,Branch Moving,24
ABC,Branch 12,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,1061,26,41,44.92,0,4,0,4,78,11/12/2021 0:00,excess,Network Moving,excess,9.6,0,0.4,10,0.02739726,2,2,24,125,31.25,Branch Moving,78
ABC,Branch 8,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,979,24,41,44.92,0,1,0,3,96,11/8/2023 0:00,excess,Network Moving,excess,2.4,0,0.3,2.7,0.00739726,0.54,1,23,444,111,Branch Moving,96
ABC,Branch 9,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,122,3,41,44.92,0,0,0,0,inf,6/18/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 11,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,939,23,41,44.92,0,4,0,26,10.61538462,8/28/2024 0:00,excess,Network Moving,excess,9.6,0,2.6,12.2,0.033424658,2.44,3,20,85,21.25,Branch Moving,10.61538462
ABC,Branch 5,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,2693,66,41,44.92,0,6,0,15,52.8,10/9/2024 0:00,excess,Network Moving,excess,14.4,0,1.5,15.9,0.043561644,3.18,4,62,203,50.75,Branch Moving,52.8
ABC,Branch 3,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,3020,74,41,44.92,0,2,0,8,111,10/10/2024 0:00,excess,Network Moving,excess,4.8,0,0.8,5.6,0.015342466,1.12,2,72,670,167.5,Branch Moving,111
ABC,Branch 10,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,1469,36,41,44.92,0,4,0,16,27,10/18/2024 0:00,excess,Network Moving,excess,9.6,0,1.6,11.2,0.030684932,2.24,3,33,154,38.5,Branch Moving,27
ABC,Branch 4,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,775,19,41,44.92,0,4,0,5,45.6,12/13/2024 0:00,excess,Network Moving,excess,9.6,0,0.5,10.1,0.027671233,2.02,3,16,83,20.75,Branch Moving,45.6
ABC,Branch 1,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,775,19,41,44.92,0,0,0,3,76,1/24/2025 0:00,excess,Network Moving,excess,0,0,0.3,0.3,0.000821918,0.06,1,18,3129,782.25,Branch Moving,76
ABC,Branch 7,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,653,16,41,44.92,0,6,0,15,12.8,2/21/2025 0:00,excess,Network Moving,excess,14.4,0,1.5,15.9,0.043561644,3.18,4,12,39,9.75,Branch Moving,12.8
ABC,Branch 6,HBDNl3cq,MANUFACTURER-0022,CODE-1206,Smart Steel Monitor,Service,KEYPAD,3754,92,41,44.92,0,7,0,33,33.45454545,3/26/2025 0:00,excess,Network Moving,excess,16.8,0,3.3,20.1,0.055068493,4.02,5,87,226,56.5,Branch Moving,33.45454545
ABC,Branch 1,hQ1G8Ybt,MANUFACTURER-0022,CODE-1207,Advanced Aluminum Monitor,,,69,1,69,97.61,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,GgZeqotb,MANUFACTURER-0022,CODE-1208,Compact Steel Hub,Service,CABLES,401,3,134,133.64,0,0,0,0,inf,12/8/2022 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 7,TG7QFYzh,MANUFACTURER-0022,CODE-1209,Modular Plastic Panel,,,121,1,121,166.66,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 6,TG7QFYzh,MANUFACTURER-0022,CODE-1209,Modular Plastic Panel,,,121,1,121,166.66,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,TG7QFYzh,MANUFACTURER-0022,CODE-1209,Modular Plastic Panel,,,363,3,121,166.66,0,0,0,2,18,10/15/2024 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,2,521,130.25,Branch Moving,18
ABC,Branch 6,U1zcFGNt,MANUFACTURER-0022,,Portable Carbon Actuator,,,81,1,81,112.16,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 10,U1zcFGNt,MANUFACTURER-0022,,Portable Carbon Actuator,,,81,1,81,112.16,0,0,0,0,inf,12/22/2016 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 11,U1zcFGNt,MANUFACTURER-0022,,Portable Carbon Actuator,,,162,2,81,112.16,0,0,0,0,inf,3/25/2022 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 8,xcJKbr98,MANUFACTURER-0022,,Smart Steel Actuator,,,124,1,124,124.05,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 7,xcJKbr98,MANUFACTURER-0022,,Smart Steel Actuator,,,248,2,124,124.05,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 3,w0xlDB6W,MANUFACTURER-0022,CODE-1210,Compact Aluminum Hub,Service,CABLES,208,4,52,59.77,0,0,0,0,inf,2/26/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 1,w0xlDB6W,MANUFACTURER-0022,CODE-1210,Compact Aluminum Hub,Service,CABLES,52,1,52,59.77,0,1,0,2,6,3/15/2025 0:00,excess,Network Moving,excess,2.4,0,0.2,2.6,0.007123288,0.52,1,0,0,0,Branch Moving,6
ABC,Branch 2,JT9jzx1p,MANUFACTURER-0022,CODE-1211,Wireless Fiber Sensor,Service,PRINTER DOOR,203,1,203,194.88,0,0,0,4,3,,optimal,Network Moving,excess,0,0,0.4,0.4,0.00109589,0.08,1,0,0,0,Branch Moving,3
ABC,Branch 6,JT9jzx1p,MANUFACTURER-0022,CODE-1211,Wireless Fiber Sensor,Service,PRINTER DOOR,2035,10,203,194.88,0,1,0,8,15,12/17/2024 0:00,excess,Network Moving,excess,2.4,0,0.8,3.2,0.008767123,0.64,1,9,147,36.75,Branch Moving,15
ABC,Branch 3,JT9jzx1p,MANUFACTURER-0022,CODE-1211,Wireless Fiber Sensor,Service,PRINTER DOOR,2238,11,203,194.88,0,2,0,4,33,1/24/2025 0:00,excess,Network Moving,excess,4.8,0,0.4,5.2,0.014246575,1.04,2,9,90,22.5,Branch Moving,33
ABC,Branch 8,6fboM6fl,MANUFACTURER-0022,CODE-1212,Advanced Carbon Sensor,Service,PRINTER DOOR,434,2,217,223.23,0,0,0,0,inf,1/27/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 6,6fboM6fl,MANUFACTURER-0022,CODE-1212,Advanced Carbon Sensor,Service,PRINTER DOOR,1519,7,217,223.23,0,0,0,2,42,7/18/2024 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,6,1564,391,Branch Moving,42
ABC,Branch 1,6fboM6fl,MANUFACTURER-0022,CODE-1212,Advanced Carbon Sensor,Service,PRINTER DOOR,868,4,217,223.23,0,0,0,3,16,7/31/2024 0:00,excess,Network Moving,excess,0,0,0.3,0.3,0.000821918,0.06,1,3,521,130.25,Branch Moving,16
ABC,Branch 8,yAru19SF,MANUFACTURER-0022,CODE-1213,Advanced Plastic Sensor,Service,PRINTER DOOR,201,1,201,232.16,0,0,0,2,6,8/7/2023 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 5,yAru19SF,MANUFACTURER-0022,CODE-1213,Advanced Plastic Sensor,Service,PRINTER DOOR,201,1,201,232.16,0,0,0,6,2,6/6/2024 0:00,low,Network Moving,excess,0,0,0.6,0.6,0.001643836,0.12,1,0,0,0,Branch Moving,2
ABC,Branch 1,yAru19SF,MANUFACTURER-0022,CODE-1213,Advanced Plastic Sensor,Service,PRINTER DOOR,803,4,201,232.16,0,0,0,1,48,11/5/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,3,1564,391,Branch Moving,48
ABC,Branch 10,yAru19SF,MANUFACTURER-0022,CODE-1213,Advanced Plastic Sensor,Service,PRINTER DOOR,402,2,201,232.16,0,0,0,0,inf,3/18/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 12,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,782,4,195,190.86,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 13,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,195,1,195,190.86,0,0,0,1,12,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 6,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,391,2,195,190.86,0,2,0,2,12,3/31/2023 0:00,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,1,10,2.5,Branch Moving,12
ABC,Branch 8,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,195,1,195,190.86,0,0,0,2,6,8/7/2023 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 5,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,391,2,195,190.86,0,1,0,4,6,12/11/2024 0:00,excess,Network Moving,excess,2.4,0,0.4,2.8,0.007671233,0.56,1,1,19,4.75,Branch Moving,6
ABC,Branch 1,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,195,1,195,190.86,0,3,0,19,0.631578947,3/15/2025 0:00,low,Network Moving,excess,7.2,0,1.9,9.1,0.024931507,1.82,2,0,0,0,Branch Moving,0.631578947
ABC,Branch 10,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,195,1,195,190.86,0,0,0,1,12,3/18/2025 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 3,M1NeVG8t,MANUFACTURER-0022,CODE-1214,Modular Aluminum Monitor,Service,PRINTER DOOR,10165,52,195,190.86,0,14,0,45,13.86666667,4/13/2025 0:00,excess,Network Moving,excess,33.6,0,4.5,38.1,0.104383562,7.62,8,44,60,15,Branch Moving,13.86666667
ABC,Branch 1,pshKe8Fs,MANUFACTURER-0022,CODE-1215,Wireless Plastic Transmitter,Service,PRINTER DOOR,200,1,200,200.04,0,2,0,4,3,1/22/2024 0:00,optimal,Network Moving,excess,4.8,0,0.4,5.2,0.014246575,1.04,2,0,0,0,Branch Moving,3
ABC,Branch 1,Z1f9yxxq,MANUFACTURER-0022,CODE-1216,Portable Plastic Transmitter,Service,ELECTRONIC BOARDS,391,1,391,390.83,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,RP2kovfr,MANUFACTURER-0022,CODE-1217,Wireless Steel Monitor,Service,PARTS,29,1,29,63.27,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,RP2kovfr,MANUFACTURER-0022,CODE-1217,Wireless Steel Monitor,Service,PARTS,29,1,29,63.27,0,0,0,0,inf,5/17/2016 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,RP2kovfr,MANUFACTURER-0022,CODE-1217,Wireless Steel Monitor,Service,PARTS,29,1,29,63.27,0,0,0,0,inf,9/12/2019 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 12,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,152,1,152,146.9,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 13,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,152,1,152,146.9,0,1,0,1,12,,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,Branch Moving,12
ABC,Branch 5,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,609,4,152,146.9,0,0,0,0,inf,3/28/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 8,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,761,5,152,146.9,0,0,0,0,inf,6/29/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 1,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,2282,15,152,146.9,0,0,0,6,30,5/1/2023 0:00,excess,Network Moving,excess,0,0,0.6,0.6,0.001643836,0.12,1,14,1217,304.25,Branch Moving,30
ABC,Branch 3,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,304,2,152,146.9,0,0,0,0,inf,12/29/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 9,whkRI26J,MANUFACTURER-0022,CODE-1218,Wireless Fiber Monitor,Service,PARTS,3195,21,152,146.9,0,3,0,4,63,4/1/2025 0:00,excess,Network Moving,excess,7.2,0,0.4,7.6,0.020821918,1.52,2,19,130,32.5,Branch Moving,63
ABC,Branch 6,slyLeRAG,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,88,1,88,89.25,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,slyLeRAG,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,88,1,88,89.25,0,0,0,0,inf,1/9/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 6,JDFz0wic,MANUFACTURER-0022,CODE-1220,Advanced Aluminum Sensor,Service,ELECTRONIC BOARDS,109,1,109,123.5,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,JDFz0wic,MANUFACTURER-0022,CODE-1220,Advanced Aluminum Sensor,Service,ELECTRONIC BOARDS,109,1,109,123.5,0,2,0,2,6,9/3/2014 0:00,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,0,0,0,Branch Moving,6
ABC,Branch 10,JDFz0wic,MANUFACTURER-0022,CODE-1220,Advanced Aluminum Sensor,Service,ELECTRONIC BOARDS,109,1,109,123.5,0,0,0,0,inf,5/6/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,zwDteSlo,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,178,2,89,89,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 3,zwDteSlo,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,89,1,89,89,0,0,0,1,12,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 13,zwDteSlo,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,89,1,89,89,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,zwDteSlo,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,178,2,89,89,0,0,0,0,inf,1/19/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,zwDteSlo,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,801,9,89,89,0,2,0,5,21.6,2/24/2025 0:00,excess,Network Moving,excess,4.8,0,0.5,5.3,0.014520548,1.06,2,7,69,17.25,Branch Moving,21.6
ABC,Branch 2,zwDteSlo,MANUFACTURER-0022,CODE-1219,Portable Fiber Actuator,Service,ELECTRONIC BOARDS,89,1,89,89,0,0,0,0,inf,5/5/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,TgoEbSBL,MANUFACTURER-0022,CODE-1221,Portable Aluminum Sensor,Service,PIN PADS,496,2,248,312,0,0,0,0,inf,12/4/2018 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 5,TgoEbSBL,MANUFACTURER-0022,CODE-1221,Portable Aluminum Sensor,Service,PIN PADS,496,2,248,312,0,0,0,0,inf,2/26/2019 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
